Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
invitees ,Love (And Trouble) in Paris: Season 1_hook_primary_16x9,Sony PS3,2023-01-28 22:22:54,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1751,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":17665,""mediaOffsetMs"":16000},{""eventType"":""playing"",""sessionOffsetMs"":21669,""mediaOffsetMs"":20000},{""eventType"":""paused"",""sessionOffsetMs"":29900,""mediaOffsetMs"":28282},{""eventType"":""stopped"",""sessionOffsetMs"":31746,""mediaOffsetMs"":28282}]"
invitees ,The Emoji Movie,Sony PS3,2023-01-28 21:01:43,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4153,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":27872,""mediaOffsetMs"":24024},{""eventType"":""playing"",""sessionOffsetMs"":35880,""mediaOffsetMs"":32032},{""eventType"":""playing"",""sessionOffsetMs"":39884,""mediaOffsetMs"":36036},{""eventType"":""playing"",""sessionOffsetMs"":47886,""mediaOffsetMs"":44044},{""eventType"":""playing"",""sessionOffsetMs"":63909,""mediaOffsetMs"":60060},{""eventType"":""playing"",""sessionOffsetMs"":83929,""mediaOffsetMs"":80080},{""eventType"":""playing"",""sessionOffsetMs"":152000,""mediaOffsetMs"":148148},{""eventType"":""paused"",""sessionOffsetMs"":4871826,""mediaOffsetMs"":4868023},{""eventType"":""playing"",""sessionOffsetMs"":4873335,""mediaOffsetMs"":4867821},{""eventType"":""stopped"",""sessionOffsetMs"":4873374,""mediaOffsetMs"":4868023}]"
invitees ,The Roommates Party_hook_primary_16x9,Sony PS3,2023-01-28 20:53:42,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3569,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":31582,""mediaOffsetMs"":28000},{""eventType"":""playing"",""sessionOffsetMs"":35581,""mediaOffsetMs"":32000},{""eventType"":""stopped"",""sessionOffsetMs"":66392,""mediaOffsetMs"":61190}]"
invitees ,Season 1 Trailer: The Parisian Agency: Exclusive Properties,Sony PS3,2023-01-28 20:51:27,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2770,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":22768,""mediaOffsetMs"":20000},{""eventType"":""playing"",""sessionOffsetMs"":26779,""mediaOffsetMs"":24000},{""eventType"":""playing"",""sessionOffsetMs"":30783,""mediaOffsetMs"":28000},{""eventType"":""playing"",""sessionOffsetMs"":42796,""mediaOffsetMs"":40000},{""eventType"":""playing"",""sessionOffsetMs"":58811,""mediaOffsetMs"":56000},{""eventType"":""playing"",""sessionOffsetMs"":66811,""mediaOffsetMs"":64000},{""eventType"":""playing"",""sessionOffsetMs"":70814,""mediaOffsetMs"":68000},{""eventType"":""playing"",""sessionOffsetMs"":118865,""mediaOffsetMs"":116000},{""eventType"":""stopped"",""sessionOffsetMs"":135739,""mediaOffsetMs"":131483}]"
invitees ,Love (And Trouble) in Paris: Season 1_hook_primary_16x9,Sony PS3,2023-01-28 20:50:05,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1689,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":21654,""mediaOffsetMs"":20000},{""eventType"":""playing"",""sessionOffsetMs"":25647,""mediaOffsetMs"":24000},{""eventType"":""playing"",""sessionOffsetMs"":57690,""mediaOffsetMs"":56000},{""eventType"":""playing"",""sessionOffsetMs"":73699,""mediaOffsetMs"":72000},{""eventType"":""playing"",""sessionOffsetMs"":77713,""mediaOffsetMs"":76000},{""eventType"":""stopped"",""sessionOffsetMs"":83288,""mediaOffsetMs"":80059}]"
invitees ,The Guardians,SFR STB7 Set Top Box,2023-01-28 19:37:26,FR,[]
invitees ,The Emoji Movie,Sony PS3,2023-01-28 19:28:48,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":9135,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":25120,""mediaOffsetMs"":16016},{""eventType"":""playing"",""sessionOffsetMs"":33128,""mediaOffsetMs"":24024},{""eventType"":""playing"",""sessionOffsetMs"":53139,""mediaOffsetMs"":44044},{""eventType"":""playing"",""sessionOffsetMs"":57162,""mediaOffsetMs"":48048},{""eventType"":""playing"",""sessionOffsetMs"":61157,""mediaOffsetMs"":52052},{""eventType"":""playing"",""sessionOffsetMs"":93181,""mediaOffsetMs"":84084},{""eventType"":""playing"",""sessionOffsetMs"":153243,""mediaOffsetMs"":144144},{""eventType"":""paused"",""sessionOffsetMs"":4878484,""mediaOffsetMs"":4869423},{""eventType"":""playing"",""sessionOffsetMs"":4879978,""mediaOffsetMs"":4869239},{""eventType"":""stopped"",""sessionOffsetMs"":4880006,""mediaOffsetMs"":4869423}]"
invitees ,Season 4 Trailer: Fauda,Sony PS3,2023-01-28 19:27:54,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3755,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":12846,""mediaOffsetMs"":9327},{""eventType"":""stopped"",""sessionOffsetMs"":20258,""mediaOffsetMs"":9327}]"
invitees ,Act 2 Conflict Clip: Narvik,Sony PS3,2023-01-28 19:27:51,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3106,""mediaOffsetMs"":0}]"
invitees ,The Sinner: Season 3_hook_04_16x9,Sony PS3,2023-01-28 19:27:48,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3398,""mediaOffsetMs"":0}]"
invitees ,Season 1 Genre Specific Moment Clip: En place,Sony PS3,2023-01-28 19:27:42,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4655,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5376,""mediaOffsetMs"":783},{""eventType"":""stopped"",""sessionOffsetMs"":7934,""mediaOffsetMs"":783}]"
invitees ,Act 2 Conflict Clip: Narvik,Sony PS3,2023-01-28 19:27:23,FR,"[{""eventType"":""start"",""sessionOffsetMs"":8918,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":10525,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":19092,""mediaOffsetMs"":8991},{""eventType"":""stopped"",""sessionOffsetMs"":20914,""mediaOffsetMs"":8991}]"
invitees ,Madame Claude,SFR STB7 Set Top Box,2023-01-28 14:27:27,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4334,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":19373,""mediaOffsetMs"":15000},{""eventType"":""playing"",""sessionOffsetMs"":26389,""mediaOffsetMs"":22016},{""eventType"":""playing"",""sessionOffsetMs"":34389,""mediaOffsetMs"":30016},{""eventType"":""playing"",""sessionOffsetMs"":42389,""mediaOffsetMs"":38016},{""eventType"":""playing"",""sessionOffsetMs"":50389,""mediaOffsetMs"":46016},{""eventType"":""stopped"",""sessionOffsetMs"":6487334,""mediaOffsetMs"":6482961}]"
invitees ,Season 4 Inciting Incident Clip: Fauda,SFR STB7 Set Top Box,2023-01-28 14:26:53,FR,"[{""eventType"":""start"",""sessionOffsetMs"":2763,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3817,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":10288,""mediaOffsetMs"":6096},{""eventType"":""stopped"",""sessionOffsetMs"":12745,""mediaOffsetMs"":6348}]"
heisenberg,Mr. Harrigan's Phone,Safari MAC (Cadmium),2023-02-26 15:40:18,AR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5881000},{""eventType"":""playing"",""sessionOffsetMs"":1487,""mediaOffsetMs"":5881000},{""eventType"":""paused"",""sessionOffsetMs"":4054,""mediaOffsetMs"":5886134},{""eventType"":""reposition"",""sessionOffsetMs"":6621,""mediaOffsetMs"":14698},{""eventType"":""playing"",""sessionOffsetMs"":6931,""mediaOffsetMs"":14333},{""eventType"":""playing"",""sessionOffsetMs"":7637,""mediaOffsetMs"":14698},{""eventType"":""playing"",""sessionOffsetMs"":31184,""mediaOffsetMs"":37833},{""eventType"":""playing"",""sessionOffsetMs"":32435,""mediaOffsetMs"":39083},{""eventType"":""stopped"",""sessionOffsetMs"":62561,""mediaOffsetMs"":43957}]"
heisenberg,Season 1 Trailer: Komi Can't Communicate,Safari MAC (Cadmium),2023-02-26 15:40:16,AR,"[{""eventType"":""start"",""sessionOffsetMs"":22,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":122255,""mediaOffsetMs"":0}]"
heisenberg,Trailer: Mr. Harrigan's Phone,Safari MAC (Cadmium),2023-02-26 15:40:11,AR,"[{""eventType"":""start"",""sessionOffsetMs"":3,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":1509,""mediaOffsetMs"":20},{""eventType"":""stopped"",""sessionOffsetMs"":3013,""mediaOffsetMs"":839}]"
heisenberg,Trailer: Mr. Harrigan's Phone,Safari MAC (Cadmium),2023-02-26 15:37:38,AR,"[{""eventType"":""start"",""sessionOffsetMs"":6,""mediaOffsetMs"":-1},{""eventType"":""stopped"",""sessionOffsetMs"":868,""mediaOffsetMs"":-1}]"
heisenberg,Komi Can't Communicate: Season 1 - Upper Bound Clip 4,Safari MAC (Cadmium),2023-02-26 15:37:37,AR,"[{""eventType"":""start"",""sessionOffsetMs"":27,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2654,""mediaOffsetMs"":0}]"
heisenberg,Komi Can't Communicate: Season 1 - Upper Bound Clip 4,Safari MAC (Cadmium),2023-02-26 14:02:07,AR,"[{""eventType"":""start"",""sessionOffsetMs"":68,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2456,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":18250,""mediaOffsetMs"":15253},{""eventType"":""stopped"",""sessionOffsetMs"":2136978,""mediaOffsetMs"":15253}]"
heisenberg,Trailer: Mr. Harrigan's Phone,Safari MAC (Cadmium),2023-02-26 14:01:02,AR,"[{""eventType"":""start"",""sessionOffsetMs"":3,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":1643,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":18045,""mediaOffsetMs"":16000},{""eventType"":""playing"",""sessionOffsetMs"":22185,""mediaOffsetMs"":20000},{""eventType"":""playing"",""sessionOffsetMs"":26192,""mediaOffsetMs"":24000},{""eventType"":""playing"",""sessionOffsetMs"":30370,""mediaOffsetMs"":28000},{""eventType"":""stopped"",""sessionOffsetMs"":30863,""mediaOffsetMs"":28618}]"
heisenberg,Little Women_hook_01_16x9,Safari MAC (Cadmium),2023-02-26 14:00:45,AR,"[{""eventType"":""start"",""sessionOffsetMs"":60,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1633,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3495,""mediaOffsetMs"":1527}]"
heisenberg,1917_hook_primary_16x9,SFR STB7 Set Top Box,2023-02-26 13:31:31,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":9170,""mediaOffsetMs"":0}]"
heisenberg,Mr. Harrigan's Phone,SFR STB7 Set Top Box,2023-02-25 20:48:07,FR,[]
heisenberg,Mr. Harrigan's Phone,SFR STB7 Set Top Box,2023-02-25 20:06:24,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4409,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":26425,""mediaOffsetMs"":22016},{""eventType"":""playing"",""sessionOffsetMs"":34425,""mediaOffsetMs"":30016},{""eventType"":""playing"",""sessionOffsetMs"":42425,""mediaOffsetMs"":38016},{""eventType"":""playing"",""sessionOffsetMs"":50425,""mediaOffsetMs"":46016},{""eventType"":""paused"",""sessionOffsetMs"":78835,""mediaOffsetMs"":73711},{""eventType"":""playing"",""sessionOffsetMs"":221536,""mediaOffsetMs"":73711},{""eventType"":""paused"",""sessionOffsetMs"":226636,""mediaOffsetMs"":78751},{""eventType"":""reposition"",""sessionOffsetMs"":229153,""mediaOffsetMs"":30000},{""eventType"":""playing"",""sessionOffsetMs"":231510,""mediaOffsetMs"":22708},{""eventType"":""playing"",""sessionOffsetMs"":254818,""mediaOffsetMs"":46016},{""eventType"":""playing"",""sessionOffsetMs"":262818,""mediaOffsetMs"":54016},{""eventType"":""playing"",""sessionOffsetMs"":270818,""mediaOffsetMs"":62016},{""eventType"":""playing"",""sessionOffsetMs"":278818,""mediaOffsetMs"":70016},{""eventType"":""paused"",""sessionOffsetMs"":599605,""mediaOffsetMs"":390056},{""eventType"":""playing"",""sessionOffsetMs"":613605,""mediaOffsetMs"":390056},{""eventType"":""playing"",""sessionOffsetMs"":653565,""mediaOffsetMs"":430016},{""eventType"":""paused"",""sessionOffsetMs"":679585,""mediaOffsetMs"":456000},{""eventType"":""reposition"",""sessionOffsetMs"":679585,""mediaOffsetMs"":446528},{""eventType"":""playing"",""sessionOffsetMs"":682818,""mediaOffsetMs"":437375},{""eventType"":""playing"",""sessionOffsetMs"":707459,""mediaOffsetMs"":462016},{""eventType"":""playing"",""sessionOffsetMs"":715459,""mediaOffsetMs"":470016},{""eventType"":""playing"",""sessionOffsetMs"":723459,""mediaOffsetMs"":478016},{""eventType"":""playing"",""sessionOffsetMs"":731459,""mediaOffsetMs"":486016},{""eventType"":""playing"",""sessionOffsetMs"":819459,""mediaOffsetMs"":574016},{""eventType"":""playing"",""sessionOffsetMs"":843459,""mediaOffsetMs"":598016},{""eventType"":""playing"",""sessionOffsetMs"":1011459,""mediaOffsetMs"":766016},{""eventType"":""playing"",""sessionOffsetMs"":1035459,""mediaOffsetMs"":790016},{""eventType"":""playing"",""sessionOffsetMs"":1187459,""mediaOffsetMs"":942016},{""eventType"":""playing"",""sessionOffsetMs"":1211459,""mediaOffsetMs"":966016},{""eventType"":""playing"",""sessionOffsetMs"":1219459,""mediaOffsetMs"":974016},{""eventType"":""playing"",""sessionOffsetMs"":1243459,""mediaOffsetMs"":998016},{""eventType"":""playing"",""sessionOffsetMs"":1251459,""mediaOffsetMs"":1006016},{""eventType"":""playing"",""sessionOffsetMs"":1275459,""mediaOffsetMs"":1030016},{""eventType"":""playing"",""sessionOffsetMs"":1315459,""mediaOffsetMs"":1070016},{""eventType"":""playing"",""sessionOffsetMs"":1339459,""mediaOffsetMs"":1094016},{""eventType"":""playing"",""sessionOffsetMs"":1347459,""mediaOffsetMs"":1102016},{""eventType"":""playing"",""sessionOffsetMs"":1371459,""mediaOffsetMs"":1126016},{""eventType"":""playing"",""sessionOffsetMs"":1963459,""mediaOffsetMs"":1718016},{""eventType"":""playing"",""sessionOffsetMs"":1987459,""mediaOffsetMs"":1742016},{""eventType"":""playing"",""sessionOffsetMs"":2091459,""mediaOffsetMs"":1846016},{""eventType"":""playing"",""sessionOffsetMs"":2115459,""mediaOffsetMs"":1870016},{""eventType"":""stopped"",""sessionOffsetMs"":2259616,""mediaOffsetMs"":2014173}]"
heisenberg,1917_hook_primary_16x9,SFR STB7 Set Top Box,2023-02-25 20:05:54,FR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2860,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":11324,""mediaOffsetMs"":8169},{""eventType"":""stopped"",""sessionOffsetMs"":13618,""mediaOffsetMs"":8513}]"
heisenberg,Move: Season 1: Featuring Israel Galván (Episodic Hook),Safari MAC (Cadmium),2023-02-25 17:07:10,AR,"[{""eventType"":""start"",""sessionOffsetMs"":92078,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":96435,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":108732,""mediaOffsetMs"":11658},{""eventType"":""stopped"",""sessionOffsetMs"":3397967,""mediaOffsetMs"":11658}]"
heisenberg,Angèle,Safari MAC (Cadmium),2023-02-25 16:15:08,AR,"[{""eventType"":""start"",""sessionOffsetMs"":11,""mediaOffsetMs"":2947483},{""eventType"":""playing"",""sessionOffsetMs"":2901,""mediaOffsetMs"":2947483},{""eventType"":""paused"",""sessionOffsetMs"":133921,""mediaOffsetMs"":3077987},{""eventType"":""playing"",""sessionOffsetMs"":296953,""mediaOffsetMs"":3078170},{""eventType"":""playing"",""sessionOffsetMs"":341304,""mediaOffsetMs"":3122200},{""eventType"":""playing"",""sessionOffsetMs"":345561,""mediaOffsetMs"":3126640},{""eventType"":""playing"",""sessionOffsetMs"":357841,""mediaOffsetMs"":3138800},{""eventType"":""playing"",""sessionOffsetMs"":364357,""mediaOffsetMs"":3145240},{""eventType"":""paused"",""sessionOffsetMs"":565076,""mediaOffsetMs"":3345947},{""eventType"":""playing"",""sessionOffsetMs"":798581,""mediaOffsetMs"":3346250},{""eventType"":""paused"",""sessionOffsetMs"":878335,""mediaOffsetMs"":3425857},{""eventType"":""playing"",""sessionOffsetMs"":914083,""mediaOffsetMs"":3425915},{""eventType"":""paused"",""sessionOffsetMs"":1021165,""mediaOffsetMs"":3532882},{""eventType"":""playing"",""sessionOffsetMs"":1021801,""mediaOffsetMs"":3532959},{""eventType"":""paused"",""sessionOffsetMs"":1465072,""mediaOffsetMs"":3976138},{""eventType"":""playing"",""sessionOffsetMs"":1529988,""mediaOffsetMs"":3976234},{""eventType"":""playing"",""sessionOffsetMs"":1565579,""mediaOffsetMs"":4011640},{""eventType"":""playing"",""sessionOffsetMs"":1584370,""mediaOffsetMs"":4030520},{""eventType"":""playing"",""sessionOffsetMs"":1594672,""mediaOffsetMs"":4040720},{""eventType"":""paused"",""sessionOffsetMs"":1845332,""mediaOffsetMs"":4291486},{""eventType"":""playing"",""sessionOffsetMs"":2237307,""mediaOffsetMs"":4291528},{""eventType"":""paused"",""sessionOffsetMs"":2298980,""mediaOffsetMs"":4353163},{""eventType"":""playing"",""sessionOffsetMs"":2303042,""mediaOffsetMs"":4353189},{""eventType"":""paused"",""sessionOffsetMs"":2400627,""mediaOffsetMs"":4450674},{""eventType"":""playing"",""sessionOffsetMs"":2429844,""mediaOffsetMs"":4450774},{""eventType"":""playing"",""sessionOffsetMs"":2714245,""mediaOffsetMs"":4735160},{""eventType"":""playing"",""sessionOffsetMs"":2750086,""mediaOffsetMs"":4770880},{""eventType"":""paused"",""sessionOffsetMs"":2763056,""mediaOffsetMs"":4783777},{""eventType"":""playing"",""sessionOffsetMs"":2771604,""mediaOffsetMs"":4783976},{""eventType"":""paused"",""sessionOffsetMs"":3023818,""mediaOffsetMs"":5035690},{""eventType"":""stopped"",""sessionOffsetMs"":3026092,""mediaOffsetMs"":5035790}]"
heisenberg,Angèle,Safari MAC (Cadmium),2023-02-25 14:20:57,AR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1057000},{""eventType"":""playing"",""sessionOffsetMs"":1364,""mediaOffsetMs"":1057000},{""eventType"":""playing"",""sessionOffsetMs"":98915,""mediaOffsetMs"":1154160},{""eventType"":""playing"",""sessionOffsetMs"":124980,""mediaOffsetMs"":1180280},{""eventType"":""playing"",""sessionOffsetMs"":140517,""mediaOffsetMs"":1195680},{""eventType"":""playing"",""sessionOffsetMs"":159815,""mediaOffsetMs"":1215120},{""eventType"":""playing"",""sessionOffsetMs"":1227316,""mediaOffsetMs"":2282520},{""eventType"":""playing"",""sessionOffsetMs"":1243370,""mediaOffsetMs"":2298640},{""eventType"":""playing"",""sessionOffsetMs"":1248125,""mediaOffsetMs"":2303280},{""eventType"":""paused"",""sessionOffsetMs"":1292316,""mediaOffsetMs"":2347619},{""eventType"":""playing"",""sessionOffsetMs"":2889621,""mediaOffsetMs"":2347732},{""eventType"":""playing"",""sessionOffsetMs"":2928982,""mediaOffsetMs"":2386200},{""eventType"":""playing"",""sessionOffsetMs"":2952550,""mediaOffsetMs"":2409680},{""eventType"":""playing"",""sessionOffsetMs"":2957061,""mediaOffsetMs"":2414400},{""eventType"":""playing"",""sessionOffsetMs"":3064350,""mediaOffsetMs"":2521640},{""eventType"":""playing"",""sessionOffsetMs"":3079672,""mediaOffsetMs"":2536920},{""eventType"":""playing"",""sessionOffsetMs"":3091466,""mediaOffsetMs"":2548760},{""eventType"":""playing"",""sessionOffsetMs"":3474779,""mediaOffsetMs"":2932080},{""eventType"":""paused"",""sessionOffsetMs"":3490166,""mediaOffsetMs"":2947386},{""eventType"":""stopped"",""sessionOffsetMs"":5295952,""mediaOffsetMs"":2947483}]"
heisenberg,The Eddy: Limited Series (Trailer),Safari MAC (Cadmium),2023-02-25 14:20:54,AR,"[{""eventType"":""start"",""sessionOffsetMs"":15,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3420,""mediaOffsetMs"":0}]"
heisenberg,Moment of High Emotion Clip: Angèle,Safari MAC (Cadmium),2023-02-25 14:20:54,AR,"[{""eventType"":""start"",""sessionOffsetMs"":4,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1260,""mediaOffsetMs"":0}]"
heisenberg,Angèle,Safari MAC (Cadmium),2023-02-25 14:14:39,AR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":858000},{""eventType"":""playing"",""sessionOffsetMs"":572,""mediaOffsetMs"":858000},{""eventType"":""paused"",""sessionOffsetMs"":5146,""mediaOffsetMs"":862219},{""eventType"":""playing"",""sessionOffsetMs"":17365,""mediaOffsetMs"":862290},{""eventType"":""paused"",""sessionOffsetMs"":18013,""mediaOffsetMs"":862454},{""eventType"":""playing"",""sessionOffsetMs"":18898,""mediaOffsetMs"":862588},{""eventType"":""playing"",""sessionOffsetMs"":37746,""mediaOffsetMs"":881280},{""eventType"":""playing"",""sessionOffsetMs"":126686,""mediaOffsetMs"":970280},{""eventType"":""playing"",""sessionOffsetMs"":133951,""mediaOffsetMs"":977640},{""eventType"":""playing"",""sessionOffsetMs"":137212,""mediaOffsetMs"":980720},{""eventType"":""playing"",""sessionOffsetMs"":141222,""mediaOffsetMs"":984800},{""eventType"":""stopped"",""sessionOffsetMs"":141222,""mediaOffsetMs"":984800}]"
heisenberg,Moment of High Emotion Clip: Angèle,Safari MAC (Cadmium),2023-02-25 14:14:37,AR,"[{""eventType"":""start"",""sessionOffsetMs"":46,""mediaOffsetMs"":-1},{""eventType"":""stopped"",""sessionOffsetMs"":1153,""mediaOffsetMs"":-1}]"
heisenberg,Season 3 Moment of High Emotion: Outer Banks,Safari MAC (Cadmium),2023-02-25 14:14:32,AR,"[{""eventType"":""start"",""sessionOffsetMs"":72,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":625,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4210,""mediaOffsetMs"":3054},{""eventType"":""stopped"",""sessionOffsetMs"":5373,""mediaOffsetMs"":3416}]"
heisenberg,Angèle,Apple iPhone XR,2023-02-25 13:07:26,AR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":33},{""eventType"":""playing"",""sessionOffsetMs"":1843,""mediaOffsetMs"":33},{""eventType"":""paused"",""sessionOffsetMs"":5123,""mediaOffsetMs"":3000},{""eventType"":""reposition"",""sessionOffsetMs"":5123,""mediaOffsetMs"":13000},{""eventType"":""playing"",""sessionOffsetMs"":5382,""mediaOffsetMs"":13000},{""eventType"":""playing"",""sessionOffsetMs"":18383,""mediaOffsetMs"":26001},{""eventType"":""paused"",""sessionOffsetMs"":330638,""mediaOffsetMs"":331000},{""eventType"":""reposition"",""sessionOffsetMs"":330638,""mediaOffsetMs"":321500},{""eventType"":""playing"",""sessionOffsetMs"":330960,""mediaOffsetMs"":321500},{""eventType"":""paused"",""sessionOffsetMs"":331523,""mediaOffsetMs"":322000},{""eventType"":""reposition"",""sessionOffsetMs"":331523,""mediaOffsetMs"":312000},{""eventType"":""playing"",""sessionOffsetMs"":331812,""mediaOffsetMs"":312000},{""eventType"":""paused"",""sessionOffsetMs"":333607,""mediaOffsetMs"":313000},{""eventType"":""reposition"",""sessionOffsetMs"":333607,""mediaOffsetMs"":303501},{""eventType"":""playing"",""sessionOffsetMs"":333947,""mediaOffsetMs"":303501},{""eventType"":""playing"",""sessionOffsetMs"":542947,""mediaOffsetMs"":512501},{""eventType"":""playing"",""sessionOffsetMs"":559447,""mediaOffsetMs"":529001},{""eventType"":""paused"",""sessionOffsetMs"":892444,""mediaOffsetMs"":858001},{""eventType"":""stopped"",""sessionOffsetMs"":4409566,""mediaOffsetMs"":858001}]"
heisenberg,Hereditary_hook_primary_16x9,Apple iPhone XR,2023-02-25 01:35:23,AR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4228,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":6729,""mediaOffsetMs"":2501},{""eventType"":""stopped"",""sessionOffsetMs"":7301,""mediaOffsetMs"":3073}]"
heisenberg,"As Above, So Below_hook_primary_16x9",Apple iPhone XR,2023-02-25 01:33:46,AR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3216,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":33717,""mediaOffsetMs"":30501},{""eventType"":""stopped"",""sessionOffsetMs"":95909,""mediaOffsetMs"":82883}]"
heisenberg,Moment of High Emotion Clip: Angèle,Apple iPhone XR,2023-02-25 01:33:10,AR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3017,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":5956,""mediaOffsetMs"":3001}]"
heisenberg,"Trailer: ariana grande: excuse me, i love you",Apple iPhone XR,2023-02-25 01:33:05,AR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4396,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":6132,""mediaOffsetMs"":1501}]"
heisenberg,Moment of High Emotion Clip: Angèle,Apple iPhone XR,2023-02-25 01:32:25,AR,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":5822,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":23822,""mediaOffsetMs"":18000},{""eventType"":""stopped"",""sessionOffsetMs"":40256,""mediaOffsetMs"":34501}]"
